product_id,product_name,supplier,category,warehouse_location,date_added,discontinued,price_USD,stock_level,weight_kg,length_cm,width_cm,height_cm,demand_30,demand_365,lead_time_days,return_rate_pct,defect_rate_pct,shelf_life_days
P0012,Product_P0012,Supplier_5,Clothing,West,2022-11-28,0,13.75,49,0.01,5.01,1.08,0.2,2,36,3,0.0,0.0,33
P0016,Product_P0016,Supplier_5,Food,North,2024-11-09,0,25.08,52,0.661,9.47,5.65,1.3,13,90,4,0.155,0.274,36
P0052,Product_P0052,Supplier_5,Home,Center,2022-06-24,0,11.06,41,0.01,1.0,0.5,0.2,0,0,2,1.108,0.246,14
P0019,Product_P0019,Supplier_9,Home,West,2023-08-18,0,21.16,49,0.391,7.02,5.92,3.06,12,99,3,1.205,0.312,33
P0005,Product_P0005,Supplier_9,Home,North,2025-02-17,0,16.74,46,0.252,9.42,5.21,0.2,10,65,2,1.131,0.262,40
P0012,Product_P0012,Supplier_15,Home,West,2024-01-21,0,11.32,31,0.01,1.0,0.5,0.2,0,5,3,1.718,0.683,13
P0029,Product_P0029,Supplier_9,Health,Center,2024-05-10,0,25.36,54,0.477,8.37,0.5,3.51,11,87,3,0.457,0.073,40
P0005,Product_P0005,Supplier_14,Food,East,2023-06-02,1,23.77,58,0.438,8.84,5.77,1.94,12,45,5,0.944,0.07,45
P0042,Product_P0042,Supplier_6,Health,West,2022-01-24,0,32.01,68,1.771,15.51,6.91,3.96,22,92,2,0.196,0.022,44
P0058,Product_P0058,Supplier_20,Clothing,East,2024-02-15,0,32.59,69,1.758,12.72,6.96,4.39,22,105,4,1.1,0.351,56
P0017,Product_P0017,Supplier_8,Tools,Center,2024-01-29,0,3.61,40,0.01,1.0,0.5,0.2,0,9,4,1.023,0.435,5
P0047,Product_P0047,Supplier_2,Home,Center,2022-05-13,0,8.01,39,0.01,1.0,0.5,0.2,0,3,4,0.0,0.187,14
P0008,Product_P0008,Supplier_5,Tools,West,2023-07-09,0,25.08,67,0.467,8.42,4.47,2.8,15,78,4,1.365,0.0,41
P0040,Product_P0040,Supplier_17,Tools,West,2025-01-03,0,19.96,58,0.581,10.9,1.9,0.51,6,58,3,0.0,0.0,42
P0040,Product_P0040,Supplier_10,Food,Center,2022-09-04,0,20.63,58,0.366,4.05,1.6,1.56,8,72,4,0.0,0.0,54
P0030,Product_P0030,Supplier_14,Tools,West,2023-07-08,0,69.79,106,4.341,41.28,23.77,14.74,62,293,2,2.388,0.949,107
P0010,Product_P0010,Supplier_18,Home,West,2023-07-08,0,22.51,64,0.669,12.06,4.11,0.51,8,87,1,0.212,0.0,48
P0020,Product_P0020,Supplier_1,Food,West,2024-08-30,0,30.85,65,1.194,12.08,7.62,3.09,20,98,3,0.0,0.329,50
P0045,Product_P0045,Supplier_2,Food,West,2024-09-16,0,30.65,67,0.886,8.76,4.96,4.23,18,104,1,0.0,0.227,52
P0016,Product_P0016,Supplier_4,Tools,North,2024-06-30,0,27.63,59,0.805,11.01,5.16,4.13,16,103,4,0.447,0.464,48
P0041,Product_P0041,Supplier_13,Clothing,Center,2023-03-15,0,15.32,48,0.01,1.97,0.5,0.2,0,42,4,0.066,0.209,26
P0016,Product_P0016,Supplier_16,Electronics,Center,2022-03-28,0,33.74,60,0.93,14.45,7.58,5.29,16,122,3,1.625,0.586,53
P0042,Product_P0042,Supplier_5,Tools,South,2023-02-24,0,11.41,42,0.01,1.0,0.5,0.2,0,27,2,0.289,0.0,11
P0003,Product_P0003,Supplier_10,Electronics,East,2024-03-26,0,17.26,43,0.01,6.72,0.5,0.74,0,38,3,1.319,0.224,23
P0023,Product_P0023,Supplier_17,Electronics,South,2024-04-23,0,12.53,43,0.01,1.0,0.5,0.2,0,31,3,0.0,0.179,19
P0022,Product_P0022,Supplier_11,Clothing,West,2025-03-04,0,24.67,38,1.071,6.04,3.38,2.72,14,67,4,1.381,1.244,36
P0057,Product_P0057,Supplier_5,Home,West,2023-06-29,1,40.56,100,2.469,23.59,10.17,7.18,38,136,3,0.216,0.0,78
P0028,Product_P0028,Supplier_15,Food,North,2024-01-29,0,1.0,19,0.01,1.0,0.5,0.2,0,0,3,1.519,0.457,1
P0046,Product_P0046,Supplier_4,Food,North,2023-10-10,0,30.26,58,1.021,11.22,6.85,4.34,10,89,4,1.316,0.657,40
P0045,Product_P0045,Supplier_7,Electronics,North,2022-06-30,1,3.62,18,0.01,1.0,0.5,0.2,0,0,4,0.738,0.448,1
P0036,Product_P0036,Supplier_10,Food,North,2023-07-08,0,11.6,58,0.01,1.0,0.52,0.2,2,42,2,0.967,0.0,23
P0004,Product_P0004,Supplier_4,Tools,North,2023-10-16,0,33.7,63,1.192,11.24,6.71,4.3,23,48,4,1.962,0.573,50
P0038,Product_P0038,Supplier_20,Electronics,North,2025-02-14,0,23.96,49,0.01,5.48,1.85,0.84,4,108,2,0.419,0.662,32
P0024,Product_P0024,Supplier_5,Clothing,North,2023-03-16,0,7.15,35,0.01,1.0,0.5,0.2,0,25,3,0.0,0.064,9
P0019,Product_P0019,Supplier_5,Clothing,North,2025-03-22,0,14.39,38,0.01,1.33,0.5,0.2,0,18,4,1.125,0.361,16
P0011,Product_P0011,Supplier_11,Tools,North,2023-10-13,0,34.98,58,1.284,15.74,8.93,4.91,19,105,3,2.283,1.179,42
P0040,Product_P0040,Supplier_19,Health,Center,2022-10-18,0,7.08,49,0.01,1.0,0.5,0.2,0,14,3,0.0,0.068,16
P0046,Product_P0046,Supplier_5,Tools,North,2022-08-18,0,20.66,61,0.015,7.64,0.5,1.02,0,36,3,0.0,0.0,32
P0040,Product_P0040,Supplier_8,Health,East,2022-06-20,0,19.01,46,0.188,5.7,0.5,1.12,3,55,2,0.863,0.0,32
P0046,Product_P0046,Supplier_7,Tools,North,2023-06-28,0,20.84,29,0.01,5.88,1.14,1.11,0,39,4,3.018,1.243,14
P0055,Product_P0055,Supplier_8,Electronics,West,2022-01-27,0,40.75,89,2.107,19.45,13.02,7.7,28,148,3,0.722,0.0,79
P0039,Product_P0039,Supplier_13,Tools,West,2023-06-19,0,30.89,65,1.421,15.59,8.08,3.23,19,101,3,2.025,0.979,43
P0053,Product_P0053,Supplier_5,Electronics,North,2025-04-01,0,2.89,5,0.01,1.0,0.5,0.2,0,0,6,0.625,0.875,1
P0018,Product_P0018,Supplier_18,Clothing,North,2024-03-15,0,19.88,61,0.264,6.05,1.08,0.2,5,55,2,0.676,0.0,36
P0012,Product_P0012,Supplier_9,Clothing,West,2024-06-30,0,15.87,38,0.01,1.0,1.31,0.2,0,26,4,1.311,0.579,14
P0014,Product_P0014,Supplier_2,Tools,East,2022-05-23,0,35.12,62,1.515,12.76,7.06,3.96,24,111,3,1.718,0.841,60
P0047,Product_P0047,Supplier_16,Electronics,South,2023-07-22,0,6.61,38,0.01,1.0,0.5,0.2,0,2,2,0.0,0.0,16
P0018,Product_P0018,Supplier_14,Tools,Center,2022-12-10,0,19.46,45,0.01,2.83,1.17,0.43,1,65,3,0.0,0.126,32
P0044,Product_P0044,Supplier_17,Electronics,West,2024-12-08,0,23.79,64,0.832,6.29,3.62,2.02,9,63,4,0.0,0.0,41
P0042,Product_P0042,Supplier_6,Clothing,North,2022-08-06,0,28.11,71,1.008,8.81,6.72,1.86,16,88,4,0.0,0.0,52
P0012,Product_P0012,Supplier_3,Food,Center,2023-07-05,0,3.98,38,0.01,1.0,0.5,0.2,0,10,5,0.0,0.201,7
P0040,Product_P0040,Supplier_17,Health,North,2023-12-07,0,10.02,49,0.01,1.0,0.5,0.2,0,20,6,0.0,0.0,18
P0027,Product_P0027,Supplier_13,Electronics,South,2023-09-09,0,14.49,39,0.01,1.03,0.5,0.2,0,31,3,1.945,0.462,23
P0006,Product_P0006,Supplier_6,Tools,South,2024-09-23,0,12.91,35,0.01,1.0,0.5,0.2,0,8,2,0.021,0.0,12
P0024,Product_P0024,Supplier_8,Clothing,West,2022-10-05,1,42.59,82,1.683,15.71,15.16,7.56,33,165,3,1.338,0.37,65
P0051,Product_P0051,Supplier_6,Health,Center,2023-03-29,0,20.27,64,0.433,2.5,2.97,0.2,6,50,2,0.0,0.0,33
P0033,Product_P0033,Supplier_16,Clothing,Center,2024-08-08,0,7.45,24,0.01,1.0,0.5,0.2,0,16,4,0.488,0.78,7
P0045,Product_P0045,Supplier_6,Electronics,South,2023-09-26,0,34.1,59,1.246,12.37,6.32,5.8,23,102,2,0.967,0.62,48
P0054,Product_P0054,Supplier_17,Tools,North,2023-04-28,0,39.54,89,2.371,20.5,7.96,5.34,30,120,5,0.0,0.0,77
P0016,Product_P0016,Supplier_3,Clothing,West,2022-02-05,1,31.87,58,1.383,15.87,6.38,3.36,18,119,4,0.56,0.504,52
P0050,Product_P0050,Supplier_12,Food,East,2024-06-23,0,5.58,17,0.01,1.0,0.5,0.2,0,0,2,1.425,0.94,1
P0012,Product_P0012,Supplier_6,Food,South,2025-03-12,1,12.18,41,0.01,2.59,0.5,0.2,0,27,2,0.0,0.0,19
P0031,Product_P0031,Supplier_7,Electronics,South,2024-01-15,0,39.13,62,2.146,17.98,11.69,5.54,30,75,4,2.525,1.024,59
P0057,Product_P0057,Supplier_11,Health,West,2024-10-24,0,14.83,33,0.01,1.39,0.5,0.2,0,19,4,1.041,0.571,22
P0037,Product_P0037,Supplier_9,Electronics,North,2023-09-13,0,22.6,52,0.274,6.11,2.99,3.95,8,56,1,0.545,0.0,36
P0053,Product_P0053,Supplier_16,Health,Center,2022-10-06,0,27.83,73,0.895,16.0,6.13,3.08,16,67,4,0.706,0.217,38
P0013,Product_P0013,Supplier_5,Food,South,2022-01-18,0,12.13,39,0.01,2.56,0.5,0.2,0,0,1,1.156,0.288,7
P0058,Product_P0058,Supplier_15,Clothing,West,2024-02-24,0,19.16,45,0.313,4.68,3.86,2.08,7,36,3,0.465,0.235,34
P0008,Product_P0008,Supplier_4,Food,West,2023-08-15,0,1.0,0,0.01,1.0,0.5,0.2,0,0,4,0.579,0.56,1
P0038,Product_P0038,Supplier_5,Electronics,West,2024-07-27,0,4.31,39,0.01,1.0,0.5,0.2,0,0,2,0.049,0.0,6
P0003,Product_P0003,Supplier_7,Electronics,Center,2024-04-13,0,17.51,51,0.01,2.99,0.5,0.2,4,45,2,1.119,0.369,26
P0057,Product_P0057,Supplier_3,Electronics,South,2025-03-31,0,1.74,31,0.01,1.0,0.5,0.2,0,1,3,0.0,0.0,13
P0058,Product_P0058,Supplier_4,Electronics,West,2023-09-05,0,39.37,82,1.82,19.61,11.03,5.61,26,136,2,0.513,0.164,67
P0020,Product_P0020,Supplier_15,Tools,Center,2023-05-28,0,1.0,28,0.01,1.0,0.5,0.2,0,0,3,0.195,0.066,8
P0058,Product_P0058,Supplier_2,Home,North,2022-12-11,0,10.74,39,0.01,1.0,0.5,0.49,0,43,2,0.0,0.0,27
P0004,Product_P0004,Supplier_5,Food,East,2023-07-27,0,26.66,51,0.726,6.6,5.09,2.08,12,93,3,1.417,0.473,28
P0044,Product_P0044,Supplier_7,Tools,South,2024-11-13,0,40.43,76,1.831,15.06,8.74,7.44,27,170,1,1.007,0.577,57
P0045,Product_P0045,Supplier_17,Clothing,Center,2022-02-20,0,3.72,38,0.01,1.0,0.5,0.2,0,0,3,0.906,0.58,2
P0002,Product_P0002,Supplier_8,Clothing,East,2025-03-19,0,28.52,67,1.083,14.15,5.87,2.77,24,83,3,0.465,0.0,55
P0051,Product_P0051,Supplier_9,Home,East,2025-04-06,1,17.56,55,0.01,4.06,1.21,1.59,7,63,2,0.314,0.0,35
P0036,Product_P0036,Supplier_10,Home,Center,2023-12-19,0,8.63,28,0.01,2.2,0.5,0.2,0,27,3,1.572,0.873,14
P0023,Product_P0023,Supplier_11,Home,Center,2023-02-02,0,25.62,61,0.713,7.54,4.93,1.01,14,90,4,0.009,0.288,26
P0045,Product_P0045,Supplier_1,Food,Center,2022-09-25,0,28.57,37,1.138,8.66,8.73,3.21,15,120,3,1.934,1.197,27
P0019,Product_P0019,Supplier_15,Clothing,West,2022-11-28,0,12.32,33,0.01,1.0,0.5,0.2,0,24,3,0.8,0.057,8
P0040,Product_P0040,Supplier_8,Home,North,2022-03-02,0,21.43,47,0.074,5.74,1.54,1.0,7,64,3,0.144,0.457,31
P0008,Product_P0008,Supplier_19,Food,West,2023-07-25,0,15.08,45,0.01,2.9,1.07,0.2,2,8,2,0.233,0.172,23
P0016,Product_P0016,Supplier_12,Electronics,East,2022-03-10,0,24.59,48,0.368,4.6,2.35,2.37,8,100,5,0.589,0.0,36
P0058,Product_P0058,Supplier_6,Clothing,East,2024-05-12,0,25.1,64,0.863,12.76,6.78,2.94,14,75,2,0.512,0.389,39
P0043,Product_P0043,Supplier_10,Tools,East,2023-03-23,0,43.11,78,2.14,22.9,11.75,5.68,32,130,4,0.927,0.558,64
P0018,Product_P0018,Supplier_5,Food,Center,2022-08-28,0,9.3,30,0.01,1.0,0.5,0.2,0,0,4,0.829,0.406,10
P0036,Product_P0036,Supplier_7,Health,South,2023-10-16,0,41.99,95,2.026,23.15,10.52,6.9,33,136,3,0.0,0.0,67
P0024,Product_P0024,Supplier_7,Food,West,2025-03-14,0,1.0,26,0.01,1.0,0.5,0.2,0,0,3,0.0,0.0,1
P0001,Product_P0001,Supplier_9,Tools,South,2024-04-14,0,12.12,48,0.01,2.63,0.5,0.2,0,14,3,0.0,0.0,26
P0001,Product_P0001,Supplier_15,Electronics,North,2023-08-14,0,28.82,64,1.05,12.72,4.32,3.51,15,57,2,1.024,0.42,51
P0046,Product_P0046,Supplier_6,Food,North,2024-07-21,0,22.22,55,0.506,6.99,1.32,0.93,4,38,2,0.0,0.0,45
P0036,Product_P0036,Supplier_16,Tools,West,2024-06-03,0,7.23,52,0.01,1.0,0.5,0.2,0,37,2,0.0,0.0,19
P0011,Product_P0011,Supplier_7,Electronics,East,2024-12-06,0,19.74,53,0.037,1.0,1.32,0.2,0,58,3,1.425,0.167,20
P0018,Product_P0018,Supplier_15,Food,North,2022-09-03,0,21.09,35,0.599,4.26,5.18,1.88,1,68,2,2.636,1.037,23
P0016,Product_P0016,Supplier_2,Home,South,2024-10-27,0,10.7,33,0.01,1.0,0.5,0.2,0,44,4,0.759,0.033,16
P0017,Product_P0017,Supplier_8,Electronics,South,2022-12-28,1,32.25,56,1.338,11.35,9.88,4.58,19,137,5,1.564,0.398,44
P0024,Product_P0024,Supplier_12,Health,Center,2025-02-03,0,26.19,62,0.338,8.25,4.94,3.7,11,33,4,1.379,0.193,27
P0034,Product_P0034,Supplier_11,Tools,East,2022-12-04,0,9.19,38,0.01,1.0,0.5,0.2,0,0,4,0.904,0.282,16
P0004,Product_P0004,Supplier_6,Home,Center,2025-01-17,0,32.05,61,1.134,12.2,9.97,3.86,13,88,3,1.395,0.487,44
P0035,Product_P0035,Supplier_20,Food,West,2025-03-02,0,23.26,60,0.211,4.82,3.64,1.11,13,53,2,0.657,0.004,35
P0015,Product_P0015,Supplier_13,Food,North,2022-06-24,0,29.2,66,1.008,10.55,6.16,3.77,20,87,2,0.074,0.672,34
P0002,Product_P0002,Supplier_16,Electronics,Center,2025-03-15,0,27.06,60,0.79,12.86,6.77,2.31,16,76,4,0.161,0.708,45
P0056,Product_P0056,Supplier_8,Clothing,Center,2022-04-13,0,7.6,38,0.01,1.0,0.5,0.2,0,7,3,0.0,0.051,1
P0051,Product_P0051,Supplier_17,Food,West,2022-09-20,0,14.03,36,0.01,1.27,0.5,0.83,0,32,3,1.368,0.346,25
P0031,Product_P0031,Supplier_13,Home,South,2023-06-18,0,26.91,67,1.097,9.75,4.66,3.52,21,71,4,0.148,0.409,48
P0009,Product_P0009,Supplier_4,Tools,South,2025-04-07,0,26.16,65,0.855,9.2,4.31,0.78,8,30,3,0.339,0.0,41
P0010,Product_P0010,Supplier_20,Electronics,West,2023-08-10,0,19.76,46,0.01,6.71,3.54,2.18,7,34,2,0.0,0.446,30
P0053,Product_P0053,Supplier_10,Food,South,2023-10-23,0,16.88,61,0.297,1.0,2.47,1.35,0,36,2,0.0,0.0,24
P0025,Product_P0025,Supplier_20,Food,West,2024-04-13,0,34.58,70,1.322,17.32,6.71,5.52,23,109,4,0.205,0.015,55
P0051,Product_P0051,Supplier_16,Electronics,South,2025-03-07,0,13.94,36,0.01,3.12,1.33,0.2,0,0,4,0.0,0.13,22
P0060,Product_P0060,Supplier_17,Food,West,2024-07-29,0,29.62,51,0.994,9.23,5.27,3.73,15,78,4,1.965,0.45,25
P0005,Product_P0005,Supplier_8,Food,South,2022-09-26,0,18.46,40,0.117,2.29,1.24,1.62,6,22,5,0.056,0.427,23
P0014,Product_P0014,Supplier_11,Home,Center,2022-12-30,0,17.32,45,0.01,2.31,0.5,1.86,2,36,5,0.226,0.177,26
P0042,Product_P0042,Supplier_5,Clothing,Center,2022-04-28,0,33.34,71,1.737,13.75,11.71,4.22,21,91,4,1.327,0.478,49
P0048,Product_P0048,Supplier_16,Electronics,South,2024-02-13,0,34.86,54,1.111,14.55,8.09,5.51,19,88,3,1.796,0.64,54
P0038,Product_P0038,Supplier_8,Health,West,2022-08-05,0,32.1,62,1.269,8.62,5.72,3.84,20,70,2,0.288,0.385,40
P0057,Product_P0057,Supplier_16,Clothing,Center,2022-11-05,0,35.2,68,1.728,13.23,9.58,4.82,21,112,3,0.769,0.406,52
P0040,Product_P0040,Supplier_4,Clothing,North,2024-12-01,0,17.9,54,0.049,5.89,1.45,0.2,4,21,3,0.0,0.0,20
P0002,Product_P0002,Supplier_6,Clothing,South,2023-01-28,1,23.45,57,1.091,6.68,3.91,1.92,15,92,5,0.799,0.032,50
P0018,Product_P0018,Supplier_8,Clothing,North,2023-11-11,0,16.94,45,0.01,4.46,1.09,0.2,0,40,3,0.556,0.17,23
P0029,Product_P0029,Supplier_9,Food,North,2023-04-23,0,22.19,56,0.569,7.21,1.9,1.09,11,59,4,0.058,0.061,35
P0053,Product_P0053,Supplier_13,Clothing,East,2022-03-30,0,17.17,51,0.01,1.0,0.53,0.2,9,26,3,0.069,0.344,28
P0053,Product_P0053,Supplier_17,Health,North,2023-03-12,1,21.38,52,0.557,7.15,0.5,0.98,7,63,4,0.116,0.023,35
P0053,Product_P0053,Supplier_9,Clothing,North,2023-05-05,0,28.71,52,0.921,10.48,4.02,2.91,17,99,4,0.375,0.343,43
P0020,Product_P0020,Supplier_13,Electronics,East,2024-12-10,0,11.88,43,0.01,1.0,0.5,0.2,0,11,1,1.08,0.555,26
P0008,Product_P0008,Supplier_9,Health,East,2023-01-25,0,45.25,83,2.67,23.1,15.02,6.39,35,191,3,0.658,0.424,72
P0059,Product_P0059,Supplier_6,Clothing,East,2023-04-01,0,6.98,35,0.01,1.0,0.5,0.2,0,10,4,0.83,0.0,8
P0037,Product_P0037,Supplier_10,Clothing,West,2024-07-28,0,1.18,38,0.01,1.0,0.5,0.2,0,0,3,0.0,0.0,2
P0049,Product_P0049,Supplier_5,Health,East,2024-06-29,0,29.99,69,1.029,14.93,6.47,3.05,19,102,2,0.0,0.0,53
P0048,Product_P0048,Supplier_7,Electronics,West,2024-08-15,0,30.35,64,1.081,11.89,5.49,4.11,17,102,1,1.082,0.0,39
P0026,Product_P0026,Supplier_11,Tools,South,2025-02-18,0,26.53,67,0.812,5.06,3.74,2.04,12,54,2,0.0,0.073,42
P0037,Product_P0037,Supplier_9,Home,West,2024-08-12,0,28.89,49,0.995,10.16,5.71,3.87,19,78,3,1.048,0.324,45
P0049,Product_P0049,Supplier_10,Clothing,South,2023-05-05,1,25.41,42,0.819,13.54,3.52,3.38,7,71,2,1.223,0.799,27
P0004,Product_P0004,Supplier_11,Food,East,2024-09-12,0,11.15,30,0.01,1.46,0.5,0.2,0,24,3,1.009,0.589,8
P0033,Product_P0033,Supplier_3,Health,East,2023-09-03,0,21.13,53,0.136,9.96,2.3,0.59,11,62,3,0.773,0.0,41
P0022,Product_P0022,Supplier_8,Tools,South,2022-11-30,0,16.58,40,0.01,5.06,1.26,0.92,0,52,4,2.808,0.501,10
P0006,Product_P0006,Supplier_17,Food,Center,2022-12-30,0,33.02,61,1.188,13.55,8.29,4.46,20,72,1,1.002,0.12,38
P0033,Product_P0033,Supplier_7,Health,West,2022-09-26,0,16.36,46,0.01,3.82,1.33,0.2,2,20,2,0.821,0.33,21
P0028,Product_P0028,Supplier_12,Clothing,North,2022-06-23,0,5.85,36,0.01,1.0,0.5,0.2,0,7,3,0.0,0.0,5
P0024,Product_P0024,Supplier_16,Home,East,2022-08-10,0,16.0,42,0.01,1.0,0.5,0.2,4,17,4,0.0,0.0,25
P0004,Product_P0004,Supplier_15,Clothing,West,2022-03-17,0,20.7,56,0.548,7.64,3.78,1.94,8,134,3,0.0,0.0,36
P0002,Product_P0002,Supplier_13,Health,West,2024-12-02,0,13.15,44,0.01,3.22,0.5,0.2,0,34,3,0.458,0.461,18
P0013,Product_P0013,Supplier_18,Health,East,2025-01-22,0,12.15,31,0.01,1.0,0.5,0.2,0,9,3,0.0,0.593,18
P0046,Product_P0046,Supplier_18,Clothing,South,2023-12-06,1,23.3,56,0.422,7.78,3.2,1.8,2,52,3,0.089,0.463,31
P0049,Product_P0049,Supplier_5,Food,East,2024-10-05,0,27.26,44,0.521,9.45,6.85,3.22,8,57,2,0.475,0.485,38
P0011,Product_P0011,Supplier_14,Home,West,2022-08-09,0,18.93,35,0.01,1.27,0.5,0.84,0,37,4,1.333,0.655,28
P0035,Product_P0035,Supplier_11,Home,Center,2024-12-18,0,15.83,37,0.01,2.04,0.5,0.41,3,38,2,1.508,0.169,21
P0039,Product_P0039,Supplier_3,Health,South,2023-08-31,0,18.57,67,0.091,2.15,1.78,0.32,2,38,4,0.0,0.0,37
P0010,Product_P0010,Supplier_17,Electronics,East,2022-03-22,0,1.0,35,0.01,1.0,0.5,0.2,0,0,3,0.0,0.0,1
P0043,Product_P0043,Supplier_12,Electronics,North,2022-06-19,0,3.38,13,0.01,1.0,0.5,0.2,0,15,3,0.986,0.119,8
P0010,Product_P0010,Supplier_3,Tools,East,2023-01-06,0,5.99,33,0.01,1.0,0.5,0.2,0,29,2,0.0,0.0,7
P0008,Product_P0008,Supplier_2,Clothing,West,2022-02-22,0,15.85,48,0.01,5.73,2.2,0.2,1,42,2,0.098,0.0,18
P0005,Product_P0005,Supplier_4,Clothing,West,2023-01-07,0,17.36,62,0.786,3.55,0.5,1.21,6,27,2,0.0,0.082,33
P0023,Product_P0023,Supplier_18,Home,North,2022-03-13,0,32.48,82,1.035,13.81,6.55,4.3,16,117,2,0.0,0.0,54
P0034,Product_P0034,Supplier_20,Health,South,2022-10-11,0,31.67,63,0.917,11.83,7.45,3.22,18,129,1,1.262,0.547,44
P0060,Product_P0060,Supplier_14,Health,West,2022-11-15,0,17.6,51,0.369,7.44,3.04,1.29,2,77,3,1.68,0.514,27
P0060,Product_P0060,Supplier_8,Home,South,2025-04-08,0,18.87,49,0.01,6.43,3.85,0.2,5,58,4,0.318,0.0,32
P0047,Product_P0047,Supplier_2,Tools,South,2022-10-10,0,1.32,48,0.01,1.0,0.5,0.2,0,3,3,0.0,0.0,8
P0032,Product_P0032,Supplier_19,Food,East,2022-10-15,0,18.41,44,0.48,4.48,1.18,1.01,5,45,2,0.0,0.0,26
P0016,Product_P0016,Supplier_10,Clothing,South,2024-04-04,0,17.25,39,0.01,2.93,0.5,1.06,0,52,3,0.391,0.41,22
P0004,Product_P0004,Supplier_5,Home,West,2024-10-28,0,20.0,51,0.01,2.54,1.16,0.41,4,38,2,0.0,0.0,35
P0054,Product_P0054,Supplier_11,Tools,West,2023-04-10,0,11.72,35,0.01,2.6,0.5,0.2,0,16,3,1.079,0.104,8
P0060,Product_P0060,Supplier_9,Home,Center,2024-11-16,0,26.46,58,0.895,7.61,5.36,3.68,12,102,4,0.525,0.228,34
P0028,Product_P0028,Supplier_16,Home,South,2023-02-13,1,38.65,73,2.097,19.63,10.67,7.22,26,120,4,0.456,0.371,63
P0048,Product_P0048,Supplier_5,Tools,Center,2022-08-25,0,19.19,48,0.017,6.46,0.5,0.75,5,28,3,0.356,0.0,27
P0044,Product_P0044,Supplier_15,Clothing,East,2023-01-31,0,23.89,55,0.505,5.35,2.32,1.5,4,63,2,0.0,0.0,42
P0060,Product_P0060,Supplier_14,Food,Center,2024-01-02,0,30.86,56,1.455,14.75,7.94,4.96,15,91,4,1.459,0.339,37
P0014,Product_P0014,Supplier_9,Food,South,2023-03-17,0,18.13,37,0.118,3.03,0.5,0.2,1,41,1,0.736,0.474,17
P0012,Product_P0012,Supplier_20,Home,West,2024-03-18,0,21.72,60,0.368,10.2,3.77,1.39,5,52,3,0.371,0.035,44
P0060,Product_P0060,Supplier_5,Food,East,2022-10-12,0,17.09,52,0.01,2.48,1.4,1.32,4,76,3,0.0,0.0,28
P0021,Product_P0021,Supplier_15,Electronics,South,2024-04-21,0,18.63,51,0.027,2.41,3.91,1.7,1,25,4,0.22,0.263,32
P0048,Product_P0048,Supplier_9,Tools,East,2023-02-21,0,8.63,49,0.01,1.0,0.5,0.2,0,28,4,0.0,0.0,7
P0016,Product_P0016,Supplier_4,Food,North,2023-07-02,0,17.13,45,0.131,5.3,1.45,0.2,3,34,3,0.282,0.0,24
P0054,Product_P0054,Supplier_4,Clothing,South,2023-11-01,0,30.19,46,1.071,12.18,5.45,3.89,16,55,3,1.484,0.63,48
P0044,Product_P0044,Supplier_20,Tools,North,2024-04-03,0,31.69,73,1.546,13.35,7.91,3.73,22,114,3,0.0,0.039,60
P0002,Product_P0002,Supplier_7,Clothing,Center,2022-10-14,0,26.96,71,1.027,5.95,1.93,2.79,12,77,2,0.0,0.048,49
P0023,Product_P0023,Supplier_15,Health,South,2024-09-30,0,51.94,81,2.672,25.81,14.31,8.05,40,150,3,1.413,0.947,63
P0056,Product_P0056,Supplier_17,Clothing,North,2024-05-16,0,11.39,42,0.01,2.43,0.5,0.2,0,0,3,0.382,0.368,15
P0029,Product_P0029,Supplier_18,Food,West,2022-10-08,0,24.84,79,0.983,11.7,3.92,1.4,18,87,3,0.0,0.0,54
P0046,Product_P0046,Supplier_7,Health,Center,2025-03-15,0,28.14,38,0.646,9.56,3.05,3.4,13,89,1,1.165,0.884,41
P0043,Product_P0043,Supplier_19,Food,South,2024-03-08,0,44.83,90,2.426,22.57,13.19,6.74,33,165,3,0.804,0.011,78
P0009,Product_P0009,Supplier_10,Clothing,South,2023-06-27,0,14.66,28,0.01,2.61,0.5,0.23,0,28,4,2.063,1.044,8
P0054,Product_P0054,Supplier_13,Electronics,West,2022-07-09,0,12.02,31,0.01,1.37,0.5,0.2,2,24,3,1.517,0.365,16
P0007,Product_P0007,Supplier_2,Home,West,2023-10-02,0,11.44,39,0.01,1.0,0.5,0.2,0,15,5,0.877,0.0,22
P0029,Product_P0029,Supplier_20,Clothing,North,2022-07-17,0,1.0,4,0.01,1.0,0.5,0.2,0,0,3,2.275,1.33,1
P0044,Product_P0044,Supplier_11,Food,North,2023-05-31,0,12.16,52,0.01,1.0,0.5,0.2,0,0,2,0.534,0.087,14
P0017,Product_P0017,Supplier_5,Tools,North,2023-05-06,0,12.21,39,0.01,1.0,0.5,0.2,0,15,3,0.241,0.759,19
P0009,Product_P0009,Supplier_6,Health,East,2024-05-13,0,21.96,51,0.676,7.37,1.36,2.0,8,57,3,0.909,0.313,38
P0006,Product_P0006,Supplier_3,Home,Center,2022-08-19,0,26.94,58,0.849,9.45,7.23,2.48,10,97,3,1.374,0.485,29
P0044,Product_P0044,Supplier_1,Food,South,2024-09-13,0,44.88,67,2.166,23.45,13.7,9.34,35,174,2,2.574,0.59,73
P0020,Product_P0020,Supplier_3,Tools,Center,2023-01-27,0,31.88,58,1.327,13.54,6.08,4.7,24,110,3,0.88,0.286,48
